401	Marsh executive in guilty plea  An executive at US insurance firm Marsh & McLennan has pleaded guilty to criminal charges in connection with an ongoing fraud and bid-rigging probe.  New York Attorney General Elliot Spitzer said senior vice president Robert Stearns had pleaded guilty to scheming to defraud. The offence carries a sentence of 16 months to four years in state prison. Mr Spitzer's office added Mr Stearns had also agreed to testify in future cases during the industry inquiry. "We are saddened by the development," Marsh said in a statement. The company added it would continue to co-operate in the case, adding it was "committed to resolving the company's legal issues and to serving our clients with the highest standards of transparency and ethics".  According to a statement from Mr Spitzer's office, the Marsh executive admitted he instructed insurance companies to submit non-competitive bids for insurance business between 2002 and 2004. Those bids were then "conveyed to Marsh clients under false and fraudulent pretences". Through the practice, Marsh was allowed to determine which insurers won business from clients, and so control the insurance market, Mr Spitzer's office added. It also protected incumbent insurers when their business was up for renewal and helped Marsh to maximise its fees, a statement said. In one case, an email showed Mr Stearns had instructed a colleague to solicit a non-competitive - or "B" - quote from AIG that was "higher in premium and more restrictive in coverage" and so fixed the bids in a way that would support the present provider Chubb. The company is also still being examined by US stock market regulator the Securities and Exchange Commission (SEC). Late last month the SEC asked for information about transactions involving holders of 5% or more of the firm's shares. 	business
1304	Fantasy book wins Hollywood deal  A British author has had the film rights to her children's bestseller snapped up for a seven-figure sum, with Ridley Scott set to direct.  Michelle Paver's Wolf Brother, a fantasy set 6,000 years ago, is the first in a planned series of six books. Film studio Fox has bought the rights for around $4m (£2.13m) for Scott's company Scott Free to develop. The director said he was "thrilled" with the project. "Wolf Brother is an enchanting book," he said. Paver, who lives in London and previously worked as a lawyer, began writing the book in 1982 while studying biochemistry at Oxford University.  She was an established author of love stories when she turned the work-in-progress into a children's novel. It was published in 2004, with Paver earning an advance of $5m (£2.8m) - the highest sum ever paid for a debut children's book. Wolf Brother tells the story of Torak, a 12-year-old hunter who lives in the forest. After his father is killed he teams up with a wolf cub and sets out to rid the forest of an evil force. Paver is currently writing the second book in the series. "Michelle Paver lives and breathes the worlds she writes about," said a spokesman for the author. "I've told her about the film deal but at the moment she is writing the second book and her mind is 6000 years away deep in the primeval forest." 	entertainment
92	Iranian MPs threaten mobile deal  Turkey's biggest private mobile firm could bail out of a $3bn ($1.6bn) deal to build a network in Iran after MPs there slashed its stake in the project.  Conservatives in parliament say Turkcell's stake in Irancell, the new network, should be cut from 70% to 49%. They have already given themselves a veto over all foreign investment deals, following allegations about Turkish firms' involvement in Israel. Turkcell now says it may give up on the deal altogether.  Iran currently has only one heavily congested mobile network, with long waiting lists for new subscribers. Turkcell signed a contract for the new network in September. The new operator planned to offer subscriptions for about $180, well below the existing firm's $500 price tag. But a parliamentary commission has now ruled that Turkcell's 70% controlling stake is too high. They say that Turkcell is a security risk because of alleged business ties with Israel. Parliament as a whole - dominated by religious conservatives - will vote on the ruling on Tuesday.  Turkcell said the ruling would "make more difficult... Turkcell's financial consolidation of Irancell" because its stake would be reduced to less than 50%. "If management control and financial consolidation of Irancell cannot be achieved... the realisation of the project will become risky," it warned in a statement. The firm has refused to comment on whether it has business dealings in Israel, although like almost all GSM operators worldwide it has an interconnection deal with Israeli networks so that its customers can use their phones there. The two countries strengthened ties in both defence and economic issues in 2004. Israeli industry minister Ehud Olmert was reported in June to have attended a meeting between Ruhi Dogusoy, Turkcell's chief operating officer, and executives from Israeli telecoms firms. Telecoms is one of two areas specifically targeted by the new veto law on foreign investments, passed earlier in September. The other is airports, a source of controversy after the army closed Tehran's new Imam Khomeini International Airport on its opening day in May 2004. Again, the allegation was that the part-Turkish TAV consortium which built and ran it had links with Israel. 	business
181	India and Russia in energy talks  India and Russia are to work together in a series of energy deals, part of a pact which could see India invest up to $20bn in oil and gas projects.  On the agenda are oil and gas extraction as well as transportation deals, to be led by Russian energy giant Gazprom and India's ONGC. The Indian firm is also expected to hold talks on Tuesday about buying a stake in assets once owned by Yukos. It is reported to be keen on buying a 15% stake in oil unit Yuganskneftegas. The former Yukos subsidiary was controversially sold off last year and eventually acquired by state-owned energy giant Rosneft.  Russian media reported that India and Russia signed a memorandum of understanding on energy co-operation on Tuesday during a meeting between Oil and Natural Gas Corporation chairman Subir Raha, Gazprom chairman Aleksey Miller and India's petroleum minister Mani Shankar Aiyar.  The agreement is likely to see the two companies develop refining facilities in Russia, India and elsewhere and organise delivery of oil, gas and petrochemicals from Russia to India and other countries across Asia. ONGC could invest in gas and oil fields in Sakhalin, in the far east of Russia, and may also take part in joint tender bids for projects in eastern Siberia and the Caspian Sea.  India is urgently searching for fresh energy supplies - particularly liquefied natural gas - as domestic demand is growing at more than 5% a year.  ONGC's Mr Raha said the two could work together on joint bids from next year. "At current oil and gas prices, our cash flow situation is good," he told Reuters. "What we are saying is - Gazprom has a huge amount of gas and we have the money. "The investment may go up to $20bn or more for a period of five years or so."  Russian news agencies reported that India's petroleum minister Mr Aiyar and Russian energy minister Viktor Khristenko would discuss the future of Yugansk at a meeting on Tuesday. ONGC's Mr Raha declined to be drawn on his firm's reported interest in the company. However, he stressed that ONGC was not interested in a 'loan-for-oil deal' in connection to Yugansk, similar to that concluded recently between Rosneft and China's National Petroleum Corporation. "China's problem is it has immediate demand and they needed the oil for their coastal refineries. We do not. We would like long-term security through equity participation." It is thought that any decision over Yugansk will be delayed until a US court has decided whether to grant Yukos bankruptcy protection. Yukos is suing a host of companies involved in the sale of Yugansk, auctioned off to pay a huge back-tax bill. It has also threatened legal action against any business which has future commercial dealings with its former subsidiary. 	business
2384	Terror suspects face house arrest  UK citizens suspected of involvement in terrorism could face house arrest as part of a series of new measures outlined by the home secretary.  It comes after law lords ruled that the detention of 12 foreign terror suspects without trial breached human rights. Charles Clarke's planned "control orders" mean anyone suspected of being involved in terrorism could be subject to house arrest, curfews or tagging. The Law Society dubbed Mr Clarke's new proposals an "abuse of power". Deals are already being sought to deport some of the foreign detainees who are mainly held in Belmarsh Prison in London under the current laws introduced after the US terror attacks on 11 September 2001. Mr Clarke said efforts would continue to deport them to their countries of origin Algeria, Tunisia, Egypt and Jordan without them facing torture or death.  Under the proposed changes - prompted by the House of Lords ruling - the home secretary could order British citizens or foreign suspects who could not be deported, to face house arrest or other measures such as restrictions on their movements or limits on their use of telephones and the internet.  British citizens are being included in the changes after the law lords said the current powers were discriminatory because they could only be used on foreign suspects. Mr Clarke also said intelligence reports showed some British nationals were now playing a more significant role in terror threats. Human rights lawyer Clive Stafford-Smith said the plans were a "further abuse of human rights in Britain".  Mr Clarke said prosecutions were the government's first preference and promised the powers would only be used in "serious" cases, with independent scrutiny from judges.  He told MPs: "There remains a public emergency threatening the life of the nation." He accepted the law lords' ruling but argued detention powers had helped prevent attacks and deter terrorists. The current detainees would not be freed until the new powers were in place as they were still considered a national security threat, he told MPs.  There have been calls for the rules for wire-tap and intercept evidence to be allowed to be used in courts but Mr Clarke refused to back that change.  He said intercept evidence was only a small part of the case against the men and some of it could not be used because it could put sources' lives at risk. Most of the terror suspects are being held indefinitely at Belmarsh prison, in London. Conservative shadow home secretary David Davis was worried about extending special powers to cover British citizens. He warned: "Throughout history, internment has generally backfired because of the resentment it creates. "So unless the process is clearly just, the home secretary could find himself confining one known terrorist only to recruit 10 unknown terrorists." He suggested changing the law to let security-cleared judges view evidence gathered by phone-tapping could allow more terror cases to come to court.  Liberal Democrat spokesman Mark Oaten also backed use of wire-tap evidence. He said the standard of proof for the new powers would have to be "very high indeed" and he asked whether ministers had looked at measures which fitted with human rights laws. Shami Chakrabarti, from human rights group Liberty, joined calls for intercept evidence to be allowed in trials. She said: "Adherence to the rule of law should not be a game of cat and mouse. The government should not swap one human rights 'opt out' for another." 	politics
3204	Uefa approves fake grass  Uefa says it will allow European matches to be played on artificial pitches from the start of next season.  European football's governing body made the decision at a meeting of its Executive Committee on Wednesday. Uefa explained that the move "follows comprehensive studies into the sporting and medical aspects of using artificial playing surfaces." They can be used subject to complying with Uefa quality criteria but there use will not be made obligatory. Luton, Preston, Queens Park Rangers and other clubs used to have plastic pitches during the the 1980s but, after a two-year study, Uefa insists the surfaces have moved on. International matches can also be played on such pitches, although games at major tournaments have to be contested on grass. Uefa spokesman Rob Faulkner said: "People in England have bad memories of the artificial pitches of Luton and QPR in the 1980s, but the latest generation are completely different and are much more like grass. "We have sanctioned its use from the start of next season but only as long as it is the latest generation of artificial turf and meets a whole series of standards." Several leading clubs from Scandinavia, Russia and eastern Europe - especially those who only play Champions League or Uefa Cup matches in winter - are now expected to instal artificial pitches. 	sport
4115	Pompeii gets digital make-over  The old-fashioned audio tour of historical places could soon be replaced with computer-generated images that bring the site to life.  A European Union-funded project is looking at providing tourists with computer-augmented versions of archaeological attractions. It would allow visitors a glimpse of life as it was originally lived in places such as Pompeii. It could pave the way for a new form of cultural tourism.  The technology would allow digital people and other computer-generated elements to be combined with the actual view seen by tourists as they walk around an historical site.  The Lifeplus project is part of the EU's Information Society Technologies initiative aimed at promoting user-friendly technology and enhancing European cultural heritage. Engineers and researchers working in the Europe-wide consortium have come up with a prototype augmented-reality system. It would require the visitor to wear a head-mounted display with a miniature camera and a backpack computer. The camera captures the view and feeds it to software on the computer where the visitor's viewpoint is combined with animated virtual elements. At Pompeii for example, the visitor would not just see the frescos, taverns and villas that have been excavated, but also people going about their daily life. Augmented reality has been used to create special effects in films such as Troy and Lord of the Rings and in computer gaming.  "This technology can now be used for much more than just computer games," said Professor Nadia Magnenat-Thalman of the Swiss research group MiraLab.  "We are, for the first time, able to run this combination of software processes to create walking, talking people with believable clothing, skin and hair in real-time," she said. Unlike virtual reality, which delivers an entirely computer-generated scene to the viewer, the Lifeplus project is about combining digital and real views. Crucial to the technique is the software that interprets the visitor's view and provides an accurate match between the real and virtual elements. The software capable of doing this has been developed by a UK company, 2d3. Andrew Stoddart, chief scientist at 2d3, said that the EU project has been driven by a new desire to bring the past to life. "The popularity of television documentaries and dramatisations using computer-generated imagery to recreate scenes from ancient history demonstrates the widespread appeal of bringing ancient cultures to life," he said. 	tech
2292	UKIP MEP attacked German 'empire'  A UK Independence Party MEP suggested Germany saw the EU as an 'empire' and was cheaper than using tanks, a new documentary has revealed. Mike Nattrass, UKIP's deputy leader, made the comments to an audience at a meeting during last September's Hartlepool by-election campaign. But challenged on the remark, he denied accusing Germany of using the EU as cover for a "4th German Reich". He says he was not "German-bashing" but saying peace was the EU's founding aim. The meeting was shown in a BBC 3 film on ex-UKIP MEP Robert Kilroy-Silk. The former chat show host quit the party earlier this month, calling it a joke.  The documentary showed Mr Nattrass, apparently talking about the EU, telling the meeting: "The Germans are the big losers here but they don't care because to them the project is worthwhile. "It's like an empire for them spreading in all directions away from Germany into Hungary, into what they call the Sudetenland - Czechoslovakia, places like that. "So it's cheaper for them to do it this way than roll the tanks in." On Tuesday, he told the BBC News website he did not think the comments were offensive and worked happily with MEPs of different nationalities in the European Parliament. He argued that peace was the only reason for having the "outdated" EU as there was no economic justification. Pointing to Germany's trade interests as a country in the centre of Europe, Mr Nattrass said: "The fact is that the EU benefits Germany but it does not benefit Britain. "I'm not at all German-bashing. It's the truth." A UKIP spokesman said: "Mike has some passionate beliefs and sometimes uses excessively colourful language with which to express them."  The documentary showed some of the tensions between Mr Kilroy-Silk and his fellow MEPs after UKIP took third place in last year's European elections. He denied wanting to be leader until October 2004, when he told BBC One's Breakfast with Frost programme he aspired to the job. Asked by the documentary makers why he had lied about his leadership ambitions, Mr Kilroy-Silk said: "There was one thing I said that I shouldn't have said at the time. "I was trying to be helpful to the party and it was the wrong thing to do, I should have told the truth." The film also included footage of a row between Mr Kilroy-Silk, MEP Nigel Farage and party leader Roger Knapman about rumours that he was about to resign the UKIP whip in the European Parliament. Mr Kilroy-Silk told them he had not left the UKIP group - a move he announced shortly after the meeting. He told Mr Farage: "Don't tell lies Nigel, now you've told too many. Most of the trouble had been caused by you." UKIP officials claim it was in fact Mr Kilroy-Silk, not Mr Farage, who briefed newspapers he was leaving the group of MEPs.  Later in unguarded, off-air comments in a television studio, Mr Kilroy-Silk was heard saying he was irritated by "defending some of these right-wing fascist nutters". Mr Kilroy-Silk separately said he had argued against UKIP working with such groups which believed homosexuality was a sin. A UKIP spokesman said there were more than 40 MEPs in the same group in the European Parliament. They were from a broad spectrum - some right-wing, some left-wing - but with a shared belief in the "unfeasibility of the EU as it is now". He did not defend other groups' religious beliefs but argued it was their right to hold such views - just as Mr Kilroy-Silk had a right to criticise Arab states. London UKIP MEP Gerard Batten said: "Robert has made a variety of comments about UKIP and its MEPs. "There are of course two sides to every story. What Robert does not say is that he was offered several positions which would have given him effective control of the party, but not the title of leader." Mr Kilroy-Silk is to launch his own parry, Veritas, in Westminster on Wednesday. 	politics
2357	Cabinet anger at Brown cash raid  Ministers are unhappy about plans to use Whitehall cash to keep council tax bills down, local government minister Nick Raynsford has acknowledged.  Gordon Brown reallocated £512m from central to local government budgets in his pre-Budget report on Thursday. Mr Raynsford said he had held some "pretty frank discussions" with fellow ministers over the plans. But he said local governments had to deliver good services without big council tax rises.  The central government cash is part of a £1bn package to help local authorities in England keep next year's council tax rises below 5%, in what is likely to be a general election year.  Mr Raynsford said nearly all central government departments had an interest in well run local authorities. And he confirmed rows over the issue with ministerial colleagues. "Obviously we had some pretty frank discussions about this," he told BBC Radio 4's The World at One. But he said there was a recognition that "a good settlement for local government" was important to health, education and "other government departments". Ministers had to be sure local government could deliver without "unreasonable council tax increases", he added. Mr Raynsford dismissed a suggestion the move was designed to keep council taxes down ahead of an expected general election.  "This is a response to the concerns that have been voiced by local government about the pressures they face." Mr Raynsford also plans to make savings of £100m by making changes to local government pensions schemes. These would raise the age from which retiring workers could claim their pensions and limit how much they received if they retired early. He insisted the changes were "very modest" and designed to tackle the problem of workers retiring "very early". But general secretary of the public services union Unison Dave Prentis criticised the plans. "If you want world class public services you don't get that by hitting people as they approach retirement." 	politics
1178	Branson show flops on US screens  Entrepreneur Sir Richard Branson's US TV show, The Rebel Billionaire, is proving a flop in the ratings.  The programme suffered poor viewing figures on its debut on the Fox network three weeks ago, and has lost one in five of its viewers since then. The show is seen as Fox's answer to The Apprentice featuring tycoon Donald Trump, a ratings hit for rivals NBC. Sir Richard's show sees a group of young entrepreneurs compete to become the president of his business empire. The Rebel Billionaire has averaged five million viewers and is 91st in the rankings of all prime-time shows. The Apprentice, which has already completed its first season, is still managing to pull in 16 million viewers, while its prime-time ranking is number four.  But Fox has said it plans to stick with Branson's show throughout its 12-episode run. "It's going to remain on the air," said the network's spokesman Scott Grogin. "Creatively we're extremely pleased with the show and hope the audience will find it," he added. Contestants on Sir Richard's show are confronted with business tasks to solve, similar to The Apprentice. They are also subjected to stunts like walking a plank suspended in mid-air. The Rebel Billionaire has marketed itself as a less materialistic version of The Apprentice, with Sir Richard shown jumping out of a taxi, while Trump is seen in a limousine. 	entertainment
